Epoch,TrainLoss,TrainAcc,ValidLoss,ValidAcc
1,2.008333907849124,0.4756227379178199,0.9552978264916804,0.748062015503876
2,0.7095727111105206,0.832659144134554,0.46323671691196483,0.874031007751938
3,0.36716874128803106,0.9167553757717692,0.3814588193733668,0.8888888888888888
4,0.22677884765324138,0.9452842239727486,0.3281817763813378,0.8998708010335917
5,0.14815560030136385,0.9689163295720673,0.3077408915635237,0.9095607235142119
6,0.1153496452385471,0.9731743666169895,0.282596674526936,0.9166666666666666
7,0.07393079761694483,0.9859484777517564,0.2989828459073588,0.9211886304909561
8,0.055292359908067044,0.9891420055354482,0.3671180730032706,0.8953488372093024
9,0.04550321054245744,0.9914839259101554,0.29023262699009833,0.9186046511627907
10,0.03751457966293911,0.9921226314668937,0.3090107268701816,0.91343669250646
11,0.02885096780734048,0.9951032573983394,0.4316028192322509,0.9018087855297158
12,0.040929897043689274,0.9904194166489249,0.33119717452521485,0.9244186046511628
13,0.028885407797789493,0.994464551841601,0.3384995693772954,0.911498708010336
14,0.03238599196070058,0.9929742388758782,0.3386591781343612,0.9166666666666666
15,0.01701294498511774,0.9978709814775388,0.3421443399382736,0.9205426356589147
